X,Y,NAME,ADDRESS,FACUSE,LEVEL_,STATUS,PHONE,TOTAL_STUD,SSL,GIS_ID,WEB_URL,BLDG_NUM,SCH_PROG,CAPITALGAINS,CAPACITY,YEAR_BUILT,SQUARE_FOOTAGE,POPULATION_PLAN,LONGITUDE,LATITUDE,SCHOOL_YEA,LEA_NAME,LEA_ID,SCHOOL_NAM,SCHOOL_ID,GRADES,MAR_ID,XCOORD,YCOORD,ZIPCODE,PK3,PK4,UN_CE,FACILITY_ID,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,OBJECTID
-8582791.697,4711193.048,Key Elementary School,5001 DANA PLACE NW,Elementary School,ES,Active,202-729-3280,386, ,dcps_272,http://keyschooldc.org/dcps/,272,272,N,,1929,,,-77.10052732,38.92680184,2024-2025,District of Columbia Public Schools,1,Key Elementary School,272,PK4-5th,294605,391283.15,139885.29,20016,,,,DGS_0653.0,{B5147EE4-FBB0-467E-BE21-61D8D8128BB1},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1352
-8566834.151,4704970.581,Kimball Elementary School,3375 MINNESOTA AVENUE SE,Elementary School,ES,Active,202-671-6260,313, 0831,dcps_259,http://profiles.dcps.dc.gov/Kimball+Elementary+School+%40+Davis,259,259,N,474,,,400,-76.957178,38.883303,2024-2025,District of Columbia Public Schools,1,Kimball Elementary School,259,PK3-5th,294565,,,,,,,DGS_0186.0,{04537901-FEFC-49F5-8D87-535AA5B15576},JLAY,2023/08/03 17:37:06+00,JLAY,2023/11/07 18:54:28+00,1353
-8571405.009,4699129.037,King Elementary School,3200 6TH STREET SE,Elementary School,ES,Active,202-939-4900,345, ,dcps_344,http://profiles.dcps.dc.gov/King+Elementary+School,344,344,N,525,1971,65500,400,-76.99823899,38.84244319,2024-2025,District of Columbia Public Schools,1,King Elementary School,344,PK3-5th,294557,400152.88,130516.03,20032,,,,DGS_0481.0,{82482869-2C09-4325-8CA9-78BD6F207169},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1354
-8569393.723,4703252.254,Kramer Middle School,1700 Q STREET SE,Middle School,MS,Active,202-939-3150,277, ,dcps_417,http://www.myschooldc.org/schools/profile/56/,417,417,N,655,1943,154000,550,-76.9801713,38.8712864,2024-2025,District of Columbia Public Schools,1,Kramer Middle School,417,6th-8th,289467,401720.71,133718.02,20020,,,,DGS_0332.0,{712441EF-CCEA-47D5-83BC-A4A501369160},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1355
-8579174.905,4716893.452,Lafayette Elementary School,5701 BROAD BRANCH ROAD NW,Elementary School,ES,Active,202-282-0116,707, ,dcps_261,http://www.lafayettehsa.org,261,261,N,486,1931,113600,550,-77.06803712,38.96662755,2024-2025,District of Columbia Public Schools,1,Lafayette Elementary School,261,PK4-5th,294611,394103.71,144303.7,20015,,,,DGS_0690.0,{35B1426C-967D-470E-BF77-158E016C0191},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1356
-8569049.807,4710892.889,Langdon Elementary School,1900 EVARTS STREET NE,Elementary School,ES,Active,202-576-6048,404, ,dcps_262,http://profiles.dcps.dc.gov/Langdon+Elementary+School,262,262,N,528,1930,101400,450,-76.97708185,38.92470416,2024-2025,District of Columbia Public Schools,1,Langdon Elementary School,262,PK3-5th,294532,401987.32,139647.88,20018,,,,DGS_0786.0,{8BFFACEA-4BFB-4187-99F7-5D36206E07AA},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1357
-8572256.76,4709527.727,Langley Elementary School,101 T STREET NE,Elementary School,ES,Active,202-576-6034,375, ,dcps_965,http://www.langleyelementary.org/,370,0,N,,,,,-77.00588662,38.91516879,2024-2025,District of Columbia Public Schools,1,Langley Elementary School,370,PK3-5th,285757,399489.48,138589.14,20002,,,,DGS_0210.0,{51315D73-0FB7-4C12-989A-5919DEBD6E8B},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1358
-8571587.969,4715940.615,LaSalle-Backus Elementary School,501 RIGGS ROAD NE,Elementary School,ES,Active,202-671-6340,290, ,dcps_264,http://www.lasallebackus.com/,264,264,N,406,1957,63000,425,-76.99988254,38.95997214,2024-2025,District of Columbia Public Schools,1,LaSalle-Backus Elementary School,264,PK3-5th,294489,400010.18,143562.69,20011,,,,DGS_0661.0,{CE8A4B9F-5744-462C-84BA-F8EB04CBAEF9},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1359
-8573036.165,4697093.092,Leckie Education Campus,4201 MARTIN LUTHER KING JR AVENUE SW,Elementary School,ES,Active,202-645-3330,361, ,dcps_266,http://www.leckielionsdc.org/,266,266,N,471,1970,65000,400,-77.01289191,38.82819678,2024-2025,District of Columbia Public Schools,1,Leckie Education Campus,266,PK3-8th,294592,398880.58,128934.66,20032,,,,DGS_0593.0,{BE49A027-38CD-4126-97D3-E8B4C2320936},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1360
-8564220.661,4706929.752,Lorraine H. Whitlock Elementary School,533 48TH PLACE NE,Elementary School,ES,Active,202-671-6060,269, ,dcps_202,http://profiles.dcps.dc.gov/Aiton+Elementary+School,202,202,N,479,1960,57100,400,-76.93370092,38.89700181,2024-2025,District of Columbia Public Schools,1,Aiton Elementary School,202,PK3-5th,294490,405751.28,136574.53,20019,,,,DGS_0669.0,{FDE9AEAE-6943-4855-A367-43365ACDE4F7},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1367
-8571210.59,4707178.967,Ludlow-Taylor Elementary School,659 G STREET NE,Elementary School,ES,Active,202-698-3244,258, ,dcps_271,http://www.ludlowtaylor.org,271,271,N,,,,,-76.99649249,38.89874414,2024-2025,District of Columbia Public Schools,1,Ludlow-Taylor Elementary School,271,PK3-5th,294494,400304.26,136765.86,20002,,,,DGS_0721.0,{D67C6C90-FF41-40F7-9BA6-113E366C0651},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1361
-8570745.701,4711976.45,Luke C. Moore High School,1001 MONROE STREET NE,Youth Engagement,YE,Active,202-281-3600,293, ,dcps_884,http://profiles.dcps.dc.gov/Luke+C.+Moore+High+School,884,884,N,,,,,-76.99231633,38.93227638,2024-2025,District of Columbia Public Schools,1,Luke C. Moore High School,884,9th-12th,294504,400666.21,140488.24,20017,,,,DGS_0205.0,{B841977C-1B7B-4DE3-BBF5-133D6C17EB84},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1362
-8581193.07,4708468.998,MacArthur High School,4530 MACARTHUR BOULEVARD NW,High School,HS,Active,202-299-5506,,1356 0032,dcps_985,,,,Y,,,,,-77.086167,38.907762,2024-2025,District of Columbia Public Schools,0,MacArthur High School,0,9th-12th,275307,392526.38,137770.49,20007,,,,,{A592F9CA-539C-498C-845C-F0AB6D1D0885},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1311
-8574693.101,4713598.26,MacFarland Middle School,4400 IOWA AVENUE NW,Middle School,MS,Active,202-671-6033,,,dcps_973,http://profiles.dcps.dc.gov/MacFarland+Middle+School,420,,,,,,,-77.02777641,38.94360856,2024-2025,District of Columbia Public Schools,1,MacFarland Middle School,420,6th-7th,294595,397592.04,141746.55,20011,,,,DGS_0613.0,{FA7B3D6B-F7B5-43D6-813A-E829ADFEC9DA},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1363
-8569752.981,4699015.014,Malcolm X Elementary School @ Green,1500 MISSISSIPPI AVENUE SE,Elementary School,ES,Active,202-645-3409,261, ,dcps_308,http://profiles.dcps.dc.gov/Malcolm+X+Elementary+School+%40+Green,308,308,N,571,1973,110800,400,-76.98339857,38.8416454,2024-2025,District of Columbia Public Schools,1,Malcolm X Elementary School @ Green,308,PK3-5th,294523,401441.25,130427.6,20032,,,,DGS_0313.0,{4F167BBE-D2D5-4222-A093-9167778C4435},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1364
-8581377.814,4712264.942,Mann Elementary School,4430 NEWARK STREET NW,Elementary School,ES,Active,202-282-0126,290, ,dcps_273,http://www.horacemanndc.org/,273,273,N,,,,,-77.08782619,38.93429231,2024-2025,District of Columbia Public Schools,1,Mann Elementary School,273,PK4-5th,294597,392385.28,140715.66,20016,,,,DGS_0616.0,{4933A118-B4E3-44E0-9D6A-A373E37B156E},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1368
-8576144.578,4710092.028,Marie Reed Elementary School,2201 18TH STREET NW,Elementary School,ES,Active,202-673-7308,357, ,dcps_284,http://mariereedes.org/,284,284,N,,,,,-77.040822,38.919112,2024-2025,District of Columbia Public Schools,1,Marie Reed Elementary School,284,PK3-5th,310614,396459.87,139027.66,20009,,,,DGS_0396.2,{E2CA7792-FE9C-49A3-A3BA-B5467EACABD2},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1369
-8570376.372,4706255.429,Maury Elementary School,1250 CONSTITUTION AVENUE NE,Elementary School,ES,Active,202-698-3838,387, ,dcps_274,http://www.mauryelementary.com,274,274,N,276,1886,46800,325,-76.988999,38.892287,2024-2025,District of Columbia Public Schools,1,Maury Elementary School,274,PK3-5th,294511,,,,,,,DGS_0258.0,{741872FC-C13B-4648-B7A2-31B8CD4CC40D},JLAY,2023/08/03 17:37:06+00,JLAY,2023/11/07 18:54:28+00,1370
-8572144.528,4709534.529,McKinley Middle and High School,151 T STREET NE,Middle School,MS,Active,202-281-3950,670, ,dcps_970,http://profiles.dcps.dc.gov/McKinley+Middle+School,435,458,N,,,,,-77.00412244,38.91522012,2024-2025,District of Columbia Public Schools,1,McKinley Middle School,435,6th-8th,296345,399642.48,138594.83,20002,,,,DGS_0283.0,{D5197B07-D798-4CAF-8C8A-CD64AB190277},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1371
-8575204.791,4716261.155,Military Road Early Learning Center,1375 MISSOURI AVENUE NW,Specialized School,AC,Active,202-671-6410,,PAR 00870536,dcps_984,,,,Y,,,,,-77.032373,38.962211,2024-2025,District of Columbia Public Schools,1,Military Road Early Learning Center,0,PK3–PK4,284010,397194.29,143811.74,20011,,,,,{C4FE7948-AB3A-49C2-B674-98A7D88E8E4A},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1373
-8569697.961,4706983.276,Miner Elementary School,601 15TH STREET NE,Elementary School,ES,Active,202-397-3960,469, ,dcps_280,http://www.minerelementary.org/,280,280,N,,,,,-76.98290432,38.89737602,2024-2025,District of Columbia Public Schools,1,Miner Elementary School,280,PK3-5th,289548,401483,136614.12,20002,,,,DGS_0696.0,{8B528860-CC3D-4208-92EA-41DA7FD811FA},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1374
-8569702.34,4701160.807,Moten Elementary School,1565 MORRIS ROAD SE,Elementary School,ES,Active,202-698-1111,315, ,dcps_920,http://www.myschooldc.org/schools/profile/75/,285,285A,N,,1976,144900,,-76.98294368,38.856656,2024-2025,District of Columbia Public Schools,1,Moten Elementary School,285,PK3-5th,294524,401480.43,132093.89,20020,,,,DGS_0323.0,{E0C40495-683B-48EC-AED7-77D9E00D0260},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1375
-8579402.23,4714933.012,Murch Elementary School,4810 36TH STREET NW,Elementary School,ES,Active,202-282-0130,556,0803,dcps_287,http://www.murchschool.org,287,287,N,,,,,-77.070079,38.952934,2024-2025,District of Columbia Public Schools,1,Murch Elementary School,287,PK4-5th,294602,393925.57,142783.67,20008,,,,DGS_0638.0,{BA7285DC-5D04-4D8C-AF2B-DC47652DFC22},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1376
-8563897.344,4705349.728,Nalle Elementary School,219 50TH STREET SE,Elementary School,ES,Active,202-671-6280,327, ,dcps_288,http://profiles.dcps.dc.gov/Nalle+Elementary+School,288,288,N,460,1950,83900,400,-76.93079651,38.88595442,2024-2025,District of Columbia Public Schools,1,Nalle Elementary School,288,PK3-5th,294474,406004.16,135348.37,20019,,,,DGS_0394.0,{8119A739-940E-43F0-AF51-F36003404890},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1377
-8570692.998,4710960.687,Noyes Elementary School,2725 10TH STREET NE,Elementary School,ES,Active,202-281-2580,352, ,dcps_290,http://profiles.dcps.dc.gov/Noyes+Elementary+School,290,290,N,,,,,-76.99184288,38.92517798,2024-2025,District of Columbia Public Schools,1,Noyes Elementary School,290,PK3-5th,289594,400707.33,139700.26,20018,,,,DGS_0444.0,{07DEEBA0-440C-42CC-B099-5B1C565EAC39},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1378
-8576541.099,4709834.852,Oyster-Adams Bilingual School (Adams),2020 19TH STREET NW,Middle School,MS,Active,202-673-7311,321, ,dcps_949,http://oysteradamsbilingual.org/,201,292,N,,,,,-77.04437725,38.91730954,2024-2025,"District of Columbia Public Schools
",1,Oyster-Adams Bilingual School (Adams),201,4th-8th,294534,396151.48,138827.7,20009,,,,DGS_0380.0,{9803440A-A04A-46F2-B077-74865464999B},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1379
-8577968.896,4710734.299,Oyster-Adams Bilingual School (Oyster),2801 CALVERT STREET NW,Elementary School,ES,Active,202-671-6130,355, ,dcps_292,http://oysteradamsbilingual.org/,292,292,N,,,,,-77.05720337,38.92359583,2024-2025,District of Columbia Public Schools,1,Oyster-Adams Bilingual School (Oyster),292,PK4-3rd,275944,395039.6,139526.15,20008,,,,DGS_0446.0,{B303B9B4-C838-4180-8484-3752B7023378},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1380
-8572545.557,4696917.272,Patterson Elementary School,4399 SOUTH CAPITOL TERRACE SW,Elementary School,ES,Active,202-939-5280,320, ,dcps_294,http://www.myschooldc.org/schools/profile/82/,294,294,N,,2004,78300,368,-77.00848471,38.82696636,2024-2025,District of Columbia Public Schools,1,Patterson Elementary School,294,PK3-5th,301073,399263.25,128798.03,20032,,,,DGS_0608.0,{A60A2C61-5C13-40BA-A1CC-2CE6AC4D7E25},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1381
-8569928.194,4705237.759,Payne Elementary School,1445 C STREET SE,Elementary School,ES,Active,202-698-3262,236, ,dcps_295,http://paynedc.org/,295,295,N,438,1953,,,-76.984984,38.885171,2024-2025,District of Columbia Public Schools,1,Payne Elementary School,295,PK3-5th,289721,401302.84,135259.2,20003,,,,DGS_0466.0,{67F94E33-A377-44DB-94AA-9413C6BD92B1},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1382
-8571585.235,4706342.547,Peabody Elementary School,425 C STREET NE,Elementary School,ES,Active,202-698-3277,150, ,dcps_301,http://profiles.dcps.dc.gov/Peabody+Elementary+School+(Capitol+Hill+Cluster),301,301,N,,,,,-76.99985799,38.89289632,2024-2025,District of Columbia Public Schools,1,Peabody Elementary School,301,PK3-KG,288145,400012.32,136116.7,20002,,,,DGS_0595.0,{2E71B363-36CC-431B-ACED-E78578ED90B3},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1383
-8568472.702,4707643.544,"Phelps Architecture, Construction, and Engineering High School",704 26TH STREET NE,High School/Specialized,HS,Active,202-729-4360,329, ,dcps_478,http://phelpshsdc.org/,478, ,N,,1912,205776,600,-76.97189763,38.90199202,2024-2025,District of Columbia Public Schools,1,"Phelps Architecture, Construction, and Engineering High School",478,9th-12th,294495,402437.64,137126.77,20002,,,,DGS_0725.0,{091F55FB-D253-4256-B22F-F42BB98EDF9F},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1384
-8564914.601,4705533.611,Plummer Elementary School,4601 TEXAS AVENUE SE,Elementary School,ES,Active,202-939-4360,220, ,dcps_299,http://profiles.dcps.dc.gov/Plummer+Elementary+School,299,299,N,,,,,-76.93993468,38.8872402,2024-2025,District of Columbia Public Schools,1,Plummer Elementary School,299,PK3-5th,19536,405211.23,135490.54,20019,,,,DGS_0202.0,{D558138C-6746-49CD-8FCC-D5F2C0A339C0},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1385
-8575077.266,4713301.393,Powell Elementary School,1350 UPSHUR STREET NW,Elementary School,ES,Active,202-671-6270,310, ,dcps_300,http://www.powellbilingualelementary.com/,300,300,N,304,1925,38500,325,-77.03122742,38.94153434,2024-2025,District of Columbia Public Schools,1,Powell Elementary School,300,PK3-5th,255302,397292.79,141516.39,20011,,,,DGS_0287.0,{B44085BC-04EB-4D96-98AF-79A7447711FC},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1386
-8567633.202,4703081.44,Randle Highlands Elementary School,1650 30TH STREET SE,Elementary School,ES,Active,202-729-3250,384, ,dcps_316,http://www.randlehighlandselementary.org/,316,316,N,520,2003,,,-76.96435628,38.87009174,2024-2025,District of Columbia Public Schools,1,Randle Highlands Elementary School,316,PK3-5th,156337,403093.17,133585.82,20020,,,,DGS_0803.0,{F3215344-5217-451A-A6DB-551E94FBE8F6},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1387
-8574543.515,4712482.312,Raymond Elementary School,915 SPRING ROAD NW,Elementary School,ES,Active,202-576-6236,442, ,dcps_302,http://raymondeducationcampus.org/,302,302,N,,,,,-77.02643266,38.93581121,2024-2025,District of Columbia Public Schools,1,Raymond Elementary School,302,PK3-5th,226682,397708.28,140880.94,20010,,,,DGS_0788.0,{350369A7-F0F6-4A39-BFDA-9E84D7B021A8},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1388
-8567032.921,4706678.02,River Terrace Education Campus,405 Anacostia Ave NE,Special Education,EC,Active,202-442-7111,, 0005,dcps_978,http://profiles.dcps.dc.gov/River+Terrace+Education+Campus,304,,,,,,,-76.95896387,38.8952415,2024-2025,District of Columbia Public Schools,1,River Terrace Education Campus,304,SPED,313230,403559.87,136377.87,20019,,,,DGS_0184.0,{BAD1ADE1-ABF7-43EC-B4FC-56C81913D673},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1389
-8564109.728,4708296.148,Ron Brown College Preparatory High School,4800 MEADE STREET NE,High School/Specialized,HS,Active,202-729-4343,,,dcps_980,http://profiles.dcps.dc.gov/Ron+Brown+College+Preparatory+High+School,436,,,,,,,-76.932705,38.906563,2024-2025,District of Columbia Public Schools,1,Ron Brown College Preparatory High School,436,9th-11th,294601,405836.91,137635.93,20019,,,,DGS_0637.0,{F564616B-128F-47EA-B219-B3719C4BD507},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1390
-8574851.562,4713515.825,Roosevelt High School,4301 13TH STREET NW,High School,HS,Active,202-576-6130,497, ,dcps_459,http://profiles.dcps.dc.gov/Roosevelt+High+School,459,459,N,1055,1932,331900,1100,-77.029197,38.943029,2024-2025,District of Columbia Public Schools,1,Roosevelt High School,459,9th-12th,252605,397468.88,141682.3,20011,,,,DGS_0610.0,{3F2A258A-CF04-41EB-8BA0-2FDFED67A3A5},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,643
-8576016.215,4709131.181,Ross Elementary School,1730 R STREET NW,Elementary School,ES,Active,202-673-7200,157, ,dcps_305,http://www.rosselementary.org/,305,305,N,,,,,-77.03966214,38.91239115,2024-2025,District of Columbia Public Schools,1,Ross Elementary School,305,PK3-5th,241714,396560.15,138281.53,20009,,,,DGS_0340.0,{051BFD1C-DFF2-4596-AAEA-B3FF56462747},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,645
-8570889.073,4702046.358,Savoy Elementary School,2400 SHANNON PLACE SE,Elementary School,ES,Active,202-939-2000,344, ,dcps_307,http://profiles.dcps.dc.gov/Savoy+Elementary+School,307,307,N,479,1968,64800,450,-76.99360426,38.86285199,2024-2025,District of Columbia Public Schools,1,Savoy Elementary School,307,PK3-5th,278153,400555.08,132781.57,20020,,,,DGS_0419.0,{8997E12D-7763-4D03-9FF4-1DA92F7BFCA8},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,646
-8576965.138,4707090.281,School Without Walls High School,2130 G STREET NW,High School/Specialized,HS,Active,202-645-9690,527, ,dcps_466,http://www.swwhs.org/,466,466,N,,1935,47200,,-77.04818647,38.89812412,2024-2025,District of Columbia Public Schools,1,School Without Walls High School,466,9th-12th,242528,395820.01,136698.13,20037,,,,DGS_0388.0,{FDC06CF9-4273-4968-9B4B-38990A2E3A53},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,648
-8570842.181,4707010.307,School-Within-School,920 F STREET NE,Elementary School/Specialized,ES,Active,202-673-8275,84,,dcps_201,http://www.schoolwithinschool.org,175,,N,,,,,-76.99318304,38.89756498,2024-2025,District of Columbia Public Schools,1,School-Within-School,175,PK3-5th,289072,400591.35,136634.98,20002,,,,DGS_0762.0,{EF043D81-D9A8-4A38-B916-4BF787D4CFFE},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,649
-8574370.948,4708877.609,Seaton Elementary School,1503 10TH STREET NW,Elementary School,ES,Active,202-673-7215,265, ,dcps_309,http://seatondc.org/,309,309,N,428,1969,65000,325,-77.02488247,38.9106187,2024-2025,District of Columbia Public Schools,1,Seaton Elementary School,309,PK3-5th,279203,397841.92,138084.32,20001,,,,DGS_0177.0,{43884E0E-43C2-49EF-99ED-DD8BB194573E},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,650
-8575385.377,4719467.435,Shepherd Elementary School,7800 14TH STREET NW,Elementary School,ES,Active,202-576-6140,331, ,dcps_313,http://www.shepherd-elementary.org,313,313,N,332,1932,79700,400,-77.03399523,38.98460328,2024-2025,District of Columbia Public Schools,1,Shepherd Elementary School,313,PK3-5th,256319,397054.62,146297.53,20012,,,,DGS_0296.0,{F3AE65DD-B6EB-49A3-A8D4-EC7AF4232BFA},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,652
-8570715.126,4704653.278,Shirley Chisholm Elementary School,1001 G STREET SE,Elementary School,ES,Active,202-939-4810,402, ,dcps_330,http://www.tylerelementary.net,330,330,N,452,1949,69600,400,-76.99204166,38.88108436,2024-2025,District of Columbia Public Schools,1,Tyler Elementary School,330,PK3-5th,294505,400690.52,134805.51,20003,,,,DGS_0726.0,{E9965140-636E-4052-8C9A-802D9516D369},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1290
-8571622.751,4698205.413,Simon Elementary School,401 MISSISSIPPI AVENUE SE,Elementary School,ES,Active,202-645-3360,252, ,dcps_315,http://profiles.dcps.dc.gov/Simon+Elementary+School,315,315,N,549,1950,66200,325,-77.000195,38.83598054,2024-2025,District of Columbia Public Schools,1,Simon Elementary School,315,PK3-5th,294481,399983.07,129798.63,20032,,,,DGS_0568.0,{767ECD06-E281-46FC-8A91-3F542322D42F},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,653
-8564751.402,4706436.617,Smothers Elementary School,4400 BROOKS STREET NE,Elementary School,ES,Active,202-939-3600,242, ,dcps_322,http://www.myschooldc.org/schools/profile/104/,322,322,N,332,1923,43000,325,-76.93846864,38.89355404,2024-2025,District of Columbia Public Schools,1,Smothers Elementary School,322,PK3-5th,294596,405337.95,136191.51,20019,,,,DGS_0612.0,{5B7FCC9E-9099-4B14-A671-95F677D9763F},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,654
-8566386.709,4705055.128,Sousa Middle School,3650 ELY PLACE SE,Middle School,MS,Active,202-729-3260,348, ,dcps_427,http://www.sousamiddleschool.org/,427,427,N,,,,,-76.95315884,38.88389441,2024-2025,District of Columbia Public Schools,1,Sousa Middle School,427,6th-8th,294584,404064.1,135118.46,20019,,,,DGS_0536.0,{7AA2C217-1221-4F01-8F8F-3E3EB9E8D539},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,655
-8568093.391,4701534.574,Stanton Elementary School,2701 NAYLOR ROAD SE,Elementary School,ES,Active,202-671-6180,355, ,dcps_319,http://profiles.dcps.dc.gov/Stanton+Elementary+School,319,319,N,547,1944,83800,400,-76.96849023,38.85927211,2024-2025,District of Columbia Public Schools,1,Stanton Elementary School,319,PK3-5th,294547,402734.84,132384.63,20020,,,,DGS_0443.0,{F5E25DB6-974D-43A3-A1D3-1373AFBE60E1},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,656
-8576814.362,4707810.989,Stevens Early Learning Center,1050 21ST STREET NW,Specialized School,AC,Active,202-698-0677,,,dcps_983,https://profiles.dcps.dc.gov/Thaddeus+Stevens+Early+Learning+Center,,,,,,,,-77.046832,38.903163,2024-2025,District of Columbia Public Schools,1,Stevens Early Learning Center,0,PK3-PK4,294506,395937.79,137257.38,20036,,,,,{A4F01AF0-2E75-4BD3-A730-186376408ED9},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1281
-8580403.502,4710655.432,Stoddert Elementary School,4001 CALVERT STREET NW,Elementary School,ES,Active,202-671-6030,347, ,dcps_321,http://www.stoddert.org,321,321,N,213,1932,17400,325,-77.0790738,38.92304465,2024-2025,District of Columbia Public Schools,1,Stoddert Elementary School,321,PK4-5th,224730,393143.05,139466.38,20007,,,,DGS_0578.0,{F36BD540-9FB4-4C0F-A6DA-5778984DB618},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1282
-8571601.532,4706829.042,Stuart-Hobson Middle School,410 E STREET NE,Middle School,MS,Active,202-671-6010,403, ,dcps_428,http://www.capitolhillclusterschool.org/our-schools/stuart-hobson-middle-school,428,428,Y,460,1927,105900,450,-77.00000438,38.8962977,2024-2025,District of Columbia Public Schools,1,Stuart-Hobson Middle School,428,6th-8th,294483,399999.62,136494.28,20002,,,,DGS_0576.0,{6958A16B-DF37-46D1-BCFD-5B1845C7CA38},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1283
-8574138.565,4718098.378,Takoma Elementary School,7010 PINEY BRANCH ROAD NW,Elementary School,ES,Active,202-671-6050,306, ,dcps_3241,http://www.takomaec.us/,324,3241,Y,467,1976,119000,450,-77.02279493,38.97504287,2024-2025,District of Columbia Public Schools,1,Takoma Elementary School,324,PK3-5th,250934,398024.76,145235.93,20012,,,,DGS_0723.0,{833E1CDF-0DF4-496F-9DA2-D103079CE848},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1284
-8566270.053,4707541.548,Thomas Elementary School,650 ANACOSTIA AVENUE NE,Elementary School,ES,Active,202-724-4593,235, ,dcps_325,http://www.nevalthomas.org/,325,325,N,636,1946,87600,325,-76.95211091,38.90127897,2024-2025,District of Columbia Public Schools,1,Thomas Elementary School,325,PK3-5th,294493,404154.01,137048.33,20019,,,,DGS_0719.0,{4635474F-E6C1-439D-B1EC-E1128FF24C33},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1285
